1:05:04,72,67
1:05:23,67,67
1:06:12,64,67
1:07:02,69,67
1:07:15,71,67
1:07:27,70,67
1:08:04,69,67
1:08:17,67,67
1:08:25,76,67
1:09:04,79,67
1:09:12,81,67
1:09:25,77,67
1:10:02,79,67
1:10:15,76,67
1:10:27,72,67
1:11:04,74,67
1:11:10,71,67
1:12:00,76,67
1:12:06,72,67
1:12:19,67,67
1:13:08,68,67
1:13:21,69,67
1:13:27,77,67
1:14:10,77,67
1:14:17,69,67
1:15:12,71,67
1:15:21,81,67
1:16:00,81,67
1:16:08,81,67
1:16:17,79,67
1:16:25,77,67
1:17:04,76,67
1:17:10,72,67
1:17:23,69,67
1:18:00,67,67
1:18:25,76,67
1:19:02,72,67
1:19:15,67,67
1:20:04,68,67
1:20:17,69,67
1:20:23,77,67
1:21:06,77,67
1:21:12,69,67
1:22:08,71,67
1:22:15,77,67
1:22:27,77,67
1:23:04,77,67
1:23:12,76,67
1:23:21,74,67
1:24:00,72,67
1:25:21,76,67
1:25:27,72,67
1:26:10,67,67
1:27:00,68,67
1:27:12,69,67
1:27:19,77,67
1:28:02,77,67
1:28:08,69,67
1:29:04,71,67
1:29:12,81,67
1:29:21,81,67
1:30:00,81,67
1:30:08,79,67
1:30:17,77,67
1:30:25,76,67
1:31:02,72,67
1:31:15,69,67
1:31:21,67,67
1:32:17,76,67
1:32:23,72,67
1:33:06,67,67
1:33:25,68,67
1:34:08,69,67
1:34:15,77,67
1:34:27,77,67
1:35:04,69,67
1:36:00,71,67
1:36:06,77,67
1:36:19,77,67
1:36:25,77,67
1:37:04,76,67
1:37:12,74,67
1:37:21,72,67
1:39:12,72,67
1:39:19,72,67
1:40:02,72,67
1:40:15,72,67
1:40:21,74,67
1:41:04,76,67
1:41:10,72,67
1:41:23,69,67
1:42:00,67,67
1:42:25,72,67
1:43:02,72,67
1:43:15,72,67
1:43:27,72,67
1:44:04,74,67
1:44:10,76,67
1:46:08,72,67
1:46:15,72,67
1:46:27,72,67
1:47:10,72,67
1:47:17,74,67
1:48:00,76,67
1:48:06,72,67
1:48:19,69,67
1:48:25,67,67
1:49:21,76,67
1:49:27,76,67
1:50:10,76,67
1:50:23,72,67
1:51:00,76,67
1:51:12,79,67
1:53:04,76,67
1:53:10,72,67
1:53:23,67,67
1:54:12,68,67
1:54:25,69,67
1:55:02,77,67
1:55:15,77,67
1:55:21,69,67
1:56:17,71,67
1:56:25,81,67
1:57:04,81,67
1:57:12,81,67
1:57:21,79,67
1:58:00,77,67
1:58:08,76,67
1:58:15,72,67
1:58:27,69,67
1:59:04,67,67
2:00:00,76,67
2:00:06,72,67
2:00:19,67,67
2:01:08,68,67
2:01:21,69,67
2:01:27,77,67
2:02:10,77,67
2:02:17,69,67
2:03:12,71,67
2:03:19,77,67
2:04:02,77,67
2:04:08,77,67
2:04:17,76,67
2:04:25,74,67
2:05:04,72,67
